Time [s],Packet ID,MOSI,MISO
0.004544,0,'4095',
0.00474920833333333,,'800',
0.00495491666666667,,'800',
0.00516670833333333,,'800',
0.00537241666666667,,'800',
0.00557808333333333,,'800',
0.00578379166666667,,'800',
0.0059895,,'800',
0.00620129166666667,,'800',
0.006407,,'800',
0.00661266666666667,,'800',
0.006818375,,'800',
0.00702408333333333,,'800',
0.007235875,,'800',
0.00744158333333333,,'800',
0.00764729166666667,,'800',
0.00785295833333333,,'800',
0.00805866666666667,,'800',
0.00827045833333333,,'800',
0.00847616666666667,,'800',
0.008681875,,'800',
0.00888754166666667,,'800',
0.009099375,,'800',
0.00930508333333333,,'800',
0.0175582083333333,,'4095',
0.0177634166666667,,'800',
0.017969125,,'800',
0.0181747916666667,,'800',
0.018386625,,'800',
0.0185923333333333,,'800',
0.018798,,'800',
0.0190037083333333,,'800',
0.019209375,,'1200',
0.0194211666666667,,'800',
0.0196268333333333,,'800',
0.0198325416666667,,'800',
0.0200382083333333,,'800',
0.0202439166666667,,'800',
0.02045575,,'800',
0.0206614166666667,,'800',
0.020867125,,'800',
0.0210727916666667,,'800',
0.0212785,,'800',
0.0214903333333333,,'800',
0.021696,,'800',
0.0219017083333333,,'800',
0.0221074166666667,,'800',
0.0223130416666667,,'4095',
0.0305672083333333,,'4095',
0.0307785,,'800',
0.0309842083333333,,'800',
0.0311899166666667,,'800',
0.0313955833333333,,'800',
0.0316012916666667,,'800',
0.031813125,,'800',
0.0320187916666667,,'800',
0.0322245,,'1200',
0.032430125,,'800',
0.0326419583333333,,'800',
0.032847625,,'800',
0.0330533333333333,,'800',
0.0332590416666667,,'800',
0.0334647083333333,,'800',
0.0336765416666667,,'800',
0.0338822083333333,,'800',
0.0340879166666667,,'800',
0.034293625,,'800',
0.0344992916666667,,'800',
0.034711125,,'800',
0.0349168333333333,,'800',
0.0351224583333333,,'4095',
0.035327625,,'1200',
0.0435765833333333,,'4095',
0.04378175,,'800',
0.0439935833333333,,'800',
0.04419925,,'800',
0.0444049583333333,,'800',
0.0446106666666667,,'800',
0.0448163333333333,,'800',
0.0450281666666667,,'800',
0.045233875,,'1200',
0.0454395,,'800',
0.0456451666666667,,'800',
0.045850875,,'800',
0.0460627083333333,,'800',
0.046268375,,'800',
0.0464740833333333,,'800',
0.04667975,,'800',
0.0468854583333333,,'800',
0.0470972916666667,,'800',
0.0473029583333333,,'800',
0.0475086666666667,,'800',
0.047714375,,'800',
0.04792,,'4095',
0.0481312916666667,,'1200',
0.0483369583333333,,'1200',
0.05658375,,'4095',
0.0567889583333333,,'800',
0.056994625,,'800',
0.0572003333333333,,'800',
0.057412125,,'800',
0.0576178333333333,,'800',
0.0578235416666667,,'800',
0.0580292083333333,,'800',
0.0582410416666667,,'1200',
0.0584466666666667,,'800',
0.058652375,,'800',
0.0588580416666667,,'800',
0.05906375,,'800',
0.0592755833333333,,'800',
0.05948125,,'800',
0.0596869583333333,,'800',
0.0598926666666667,,'800',
0.0600983333333333,,'800',
0.0603101666666667,,'800',
0.0605158333333333,,'800',
0.0607215,,'4095',
0.0609266666666667,,'1200',
0.0611322916666667,,'1200',
0.0613440416666667,,'1200',
0.0695926666666667,,'4095',
0.069797875,,'800',
0.0700035833333333,,'800',
0.07020925,,'800',
0.0704149583333333,,'800',
0.07062675,,'800',
0.0708324583333333,,'800',
0.0710381666666667,,'800',
0.0712438333333333,,'1200',
0.0714495,,'800',
0.0716612916666667,,'800',
0.071867,,'800',
0.0720726666666667,,'800',
0.072278375,,'800',
0.0724840833333333,,'800',
0.072695875,,'800',
0.0729015833333333,,'800',
0.0731072916666667,,'800',
0.0733129583333333,,'800',
0.0735185833333333,,'4095',
0.0737299166666667,,'1200',
0.0739355416666667,,'1200',
0.0741411666666667,,'1200',
0.0743467916666667,,'1200',
0.08259875,,'4095',
0.0828100416666667,,'800',
0.08301575,,'800',
0.0832214583333333,,'800',
0.083427125,,'800',
0.0836328333333333,,'800',
0.0838446666666667,,'800',
0.0840503333333333,,'800',
0.0842560416666667,,'1200',
0.0844616666666667,,'800',
0.084667375,,'800',
0.0848791666666667,,'800',
0.085084875,,'800',
0.0852905833333333,,'800',
0.08549625,,'800',
0.0857019583333333,,'800',
0.08591375,,'800',
0.0861194583333333,,'800',
0.0863250833333333,,'4095',
0.0865302916666667,,'1200',
0.0867359166666667,,'1200',
0.0869476666666667,,'1200',
0.0871532916666667,,'1200',
0.0873589166666667,,'1200',
0.09561025,,'4095',
0.0958154583333333,,'800',
0.096021125,,'800',
0.0962332083333333,,'800',
0.096438875,,'800',
0.0966445833333333,,'800',
0.0968502916666667,,'800',
0.0970559583333333,,'800',
0.0972677916666667,,'1200',
0.0974734166666667,,'800',
0.097679125,,'800',
0.0978847916666667,,'800',
0.0980905,,'800',
0.0983023333333333,,'800',
0.098508,,'800',
0.0987137083333333,,'800',
0.0989194166666667,,'800',
0.0991250416666667,,'4095',
0.0993363333333333,,'1200',
0.099542,,'1200',
0.099747625,,'1200',
0.09995325,,'1200',
0.100158875,,'1200',
0.100370625,,'1200',
0.10861925,,'4095',
0.108824458333333,,'800',
0.109030125,,'800',
0.109235833333333,,'800',
0.109447666666667,,'800',
0.109653333333333,,'800',
0.109859041666667,,'800',
0.11006475,,'800',
0.110270416666667,,'1200',
0.110482166666667,,'800',
0.110687875,,'800',
0.110893583333333,,'800',
0.11109925,,'800',
0.111304958333333,,'800',
0.11151675,,'800',
0.111722458333333,,'800',
0.111928083333333,,'4095',
0.112133291666667,,'1200',
0.112338916666667,,'1200',
0.112550666666667,,'1200',
0.112756291666667,,'1200',
0.112961916666667,,'1200',
0.113167583333333,,'1200',
0.113373208333333,,'1200',
0.121630208333333,,'4095',
0.1218415,,'800',
0.122047208333333,,'800',
0.122252916666667,,'800',
0.122458583333333,,'800',
0.122664291666667,,'800',
0.122876125,,'800',
0.123081791666667,,'800',
0.1232875,,'1200',
0.123493125,,'800',
0.123698833333333,,'800',
0.123910625,,'800',
0.124116333333333,,'800',
0.124322041666667,,'800',
0.124527708333333,,'800',
0.124733333333333,,'4095',
0.124944666666667,,'1200',
0.125150291666667,,'1200',
0.125355916666667,,'1200',
0.125561541666667,,'1200',
0.125767208333333,,'1200',
0.125978958333333,,'1200',
0.126184583333333,,'1200',
0.126390208333333,,'1200',
0.134639166666667,,'4095',
0.134844333333333,,'800',
0.135056166666667,,'800',
0.135261875,,'800',
0.135467541666667,,'800',
0.13567325,,'800',
0.135878958333333,,'800',
0.13609075,,'800',
0.136296458333333,,'1200',
0.136502083333333,,'800',
0.136707791666667,,'800',
0.136913458333333,,'800',
0.137125291666667,,'800',
0.137330958333333,,'800',
0.137536625,,'4095',
0.137741791666667,,'1200',
0.137947416666667,,'1200',
0.138159166666667,,'1200',
0.138364833333333,,'1200',
0.138570458333333,,'1200',
0.138776083333333,,'1200',
0.138981708333333,,'1200',
0.139193708333333,,'1200',
0.139399333333333,,'1200',
0.147647958333333,,'4095',
0.147853166666667,,'800',
0.148058875,,'800',
0.148264541666667,,'800',
0.148476375,,'800',
0.148682083333333,,'800',
0.14888775,,'800',
0.149093458333333,,'800',
0.149299166666667,,'1200',
0.149510916666667,,'800',
0.149716583333333,,'800',
0.149922291666667,,'800',
0.150128,,'800',
0.150333625,,'4095',
0.150544916666667,,'1200',
0.150750541666667,,'1200',
0.150956208333333,,'1200',
0.151161833333333,,'1200',
0.151367458333333,,'1200',
0.151579208333333,,'1200',
0.151784833333333,,'1200',
0.151990458333333,,'1200',
0.152196125,,'1200',
0.15240175,,'1200',
0.160656791666667,,'4095',
0.160862,,'800',
0.161067708333333,,'800',
0.161273375,,'800',
0.161479083333333,,'800',
0.161690916666667,,'800',
0.161896583333333,,'800',
0.162102291666667,,'800',
0.162308,,'1200',
0.162513625,,'800',
0.162725416666667,,'800',
0.162931125,,'800',
0.16313675,,'4095',
0.163341958333333,,'1200',
0.163547583333333,,'1200',
0.163759333333333,,'1200',
0.163964958333333,,'1200',
0.164170583333333,,'1200',
0.164376208333333,,'1200',
0.164581875,,'1200',
0.164793625,,'1200',
0.16499925,,'1200',
0.165204875,,'1200',
0.1654105,,'1200',
0.173661958333333,,'4095',
0.173867125,,'800',
0.174078958333333,,'800',
0.174284625,,'800',
0.174490333333333,,'800',
0.174696041666667,,'800',
0.174901708333333,,'800',
0.175113541666667,,'800',
0.17531925,,'1200',
0.175524875,,'800',
0.175730541666667,,'800',
0.175936208333333,,'4095',
0.1761475,,'1200',
0.176353125,,'1200',
0.17655875,,'1200',
0.176764416666667,,'1200',
0.176970041666667,,'1200',
0.177181791666667,,'1200',
0.177387416666667,,'1200',
0.177593041666667,,'1200',
0.177798666666667,,'1200',
0.178010416666667,,'1200',
0.178216083333333,,'1200',
0.178421708333333,,'1200',
0.186673375,,'4095',
0.186878583333333,,'800',
0.18708425,,'800',
0.187296083333333,,'800',
0.18750175,,'800',
